Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
80,89916997,8,56,20,0,7.0,5.656854249,4380,0,1934.5,2177.344966,129.7085133,0.15569915,6916692.077,24700000.0,89100000,15,89100000,12700000.0,33700000.0,89100000,63,771646,154329.2,344507.6676,770603,17,172,132,0.088970943,0.066728207,0,4380,777.9333333,1627.46176,2648631.781,0,0,1,833.5,56,256,229,6,20,74386.0,74386,74386,89100000.0,89100000,89100000,DDoS
443,268000,7,376,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,14492.53731,44.7761194,24363.63636,29872.5698,83865,62,268000,44666.66667,27881.0999,83865,9057,112935,28233.75,53162.36273,107910,62,152,112,26.11940299,18.65671642,0,1460,298.7692308,539.9757948,291573.859,0,1,0,323.6666667,376,8192,60,6,20,0.0,0,0,0.0,0,0,Normal Traffic
53422,49,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.3265306122,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,64,0,40816.3265306122,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,227,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,80774307,9,62,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,144.464254,0.160942266,6731192.25,23100000.0,80000000,3,80500000,10100000.0,28300000.0,80000000,3,236402,78800.66667,135565.826,235338,157,192,92,0.111421569,0.049520697,0,11595,833.9285714,3097.25274,9592974.533,0,0,1,898.0769231,62,256,229,7,20,511939.0,511939,511939,80000000.0,80000000,80000000,DDoS
80,80180866,8,56,20,0,7.0,5.656854249,4380,0,1934.5,2177.344966,145.4586435,0.174605248,6167758.923,18400000.0,66500000,4,78300000,11200000.0,24800000.0,66500000,4,1864501,372900.2,833286.3219,1863528,4,172,132,0.099774427,0.074830821,0,4380,777.9333333,1627.46176,2648631.781,0,0,1,833.5,56,256,229,6,20,12002.0,12002,12002,39200000.0,66500000,11800000,DDoS
80,75503451,8,56,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,154.4697606,0.158933133,6863950.091,20500000.0,68400000,1,73800000,10500000.0,25600000.0,68400000,1,1713634,571211.3333,988736.6495,1712906,6,172,92,0.105955422,0.052977711,0,11595,897.6153846,3214.167532,10300000.0,0,0,1,972.4166667,56,256,229,6,20,5.0,5,5,36900000.0,68400000,5368196,DDoS
53,54038,1,49,49,49,49.0,0.0,199,199,199.0,0.0,4589.3630408231,37.0109922647,54038.0,0.0,54038,54038,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,18.5054961324,18.5054961324,49,199,99.0,86.6025403784,7500.0,0,0,0,148.5,49,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,764294,3,26,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,15212.73227,10.46717624,109184.8571,287185.595,760456,16,3430,1715.0,1880.904038,3045,385,764278,191069.5,379594.0758,760456,181,72,112,3.925191091,6.541985152,0,7300,1291.888889,2460.652985,6054813.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
53,244,2,74,37,37,37.0,0.0,89,89,89.0,0.0,1032786.885,16393.44262,81.33333333,100.2463632,194,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,64,64,8196.721311,8196.721311,37,89,57.8,28.48157299,811.2,0,0,0,72.25,74,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,120454,2,64,32,32,32.0,0.0,48,48,48.0,0.0,1328.307902,33.20769754,40151.33333,69538.95318,120448,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,40,40,16.60384877,16.60384877,32,48,38.4,8.76356092,76.8,0,0,0,48.0,64,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,110532544,95,10083,2764,0,106.1368421,394.902563,4344,0,1731.365217,1065.412006,1892.564782,1.89989294,528863.8469,2210038.623,10200000,0,111000000,1175626.277,3194198.493,10200000,2,111000000,969381.0526,2934271.107,10200000,2,3048,3688,0.859475378,1.040417562,0,4344,991.4218009,1159.766835,1345059.112,0,1,0,996.1428571,10083,29200,1623,8,32,266154.9091,2480855,23014,9780106.0,10200000,5609220,Normal Traffic
80,1085403,3,26,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,10712.15023,7.370534262,155057.5714,404510.1722,1072349,57,12605,6302.5,7763.325351,11792,813,1085346,271336.5,534040.4492,1072349,187,72,112,2.763950348,4.606583914,0,8760,1291.888889,2866.607422,8217438.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,9956851,4,24,6,6,6.0,0.0,0,0,0.0,0.0,2.410400638,0.40173344,3318950.333,5748005.172,9956175,333,9956851,3318950.333,5748005.172,9956175,333,0,0.0,0.0,0,0,80,0,0.40173344,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,676.0,676,676,9956175.0,9956175,9956175,DDoS
443,426,2,12,6,6,6.0,0.0,6,6,6.0,0.0,42253.52113,7042.253521,213.0,223.4457429,371,55,55,55.0,0.0,55,55,0,0.0,0.0,0,0,40,20,4694.835681,2347.41784,6,6,6.0,0.0,0.0,1,0,0,8.0,12,0,0,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,30458,1,92,92,92,92.0,0.0,170,170,170.0,0.0,8602.0093243155,65.6641933154,30458.0,0.0,30458,30458,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,32.8320966577,32.8320966577,92,170,118.0,45.0333209968,2028.0,0,0,0,177.0,92,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
57561,65,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,46153.84615,32.5,40.30508653,61,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,64,32,30769.23077,15384.61538,0,0,0.0,0.0,0.0,0,0,1,0.0,0,350,32832,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,6111863,5,30,6,6,6.0,0.0,0,0,0.0,0.0,4.908486987,0.818081164,1527965.75,3055154.203,6110697,3,6111863,1527965.75,3055154.203,6110697,3,0,0.0,0.0,0,0,100,0,0.818081164,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,1166.0,1166,1166,6110697.0,6110697,6110697,DDoS
80,6040811,5,30,6,6,6.0,0.0,0,0,0.0,0.0,4.966220595,0.827703433,1510202.75,3019370.854,6039259,251,6040811,1510202.75,3019370.854,6039259,251,0,0.0,0.0,0,0,100,0,0.827703433,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,1552.0,1552,1552,6039259.0,6039259,6039259,DDoS
80,2123003,4,24,6,6,6.0,0.0,0,0,0.0,0.0,11.30474144,1.884123574,707667.6667,1224826.186,2121975,3,2123003,707667.6667,1224826.186,2121975,3,0,0.0,0.0,0,0,80,0,1.884123574,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
53,150,2,64,32,32,32.0,0.0,48,48,48.0,0.0,1066666.66666667,26666.6666666667,50.0,47.5078940809,98,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,40,40,13333.3333333333,13333.3333333333,32,48,38.4,8.7635609201,76.8,0,0,0,48.0,64,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,178519,2,56,28,28,28.0,0.0,99,99,99.0,0.0,1422.817739,22.40657857,59506.33333,103063.6626,178514,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,64,64,11.20328929,11.20328929,28,99,56.4,38.88830158,1512.3,0,0,0,70.5,56,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,238,2,60,30,30,30.0,0.0,207,207,207.0,0.0,1991596.639,16806.72269,79.33333333,132.2132116,232,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,40,40,8403.361345,8403.361345,30,207,100.8,96.94689268,9398.7,0,0,0,126.0,60,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,23559,1,42,42,42,42.0,0.0,170,170,170.0,0.0,8998.684155,84.89324674,23559.0,0.0,23559,23559,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,42.44662337,42.44662337,42,170,84.66666667,73.90083446,5461.333333,0,0,0,127.0,42,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,1850876,3,26,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6285.132013,3.781992959,308479.3333,755091.8214,1849804,57,840,420.0,370.5239533,682,158,1850819,616939.6667,1067691.888,1849804,163,72,92,1.620854125,2.161138834,0,11595,1454.125,4097.537534,16800000.0,0,1,0,1661.857143,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,166020,3,26,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,70069.8711,42.16359475,27670.0,67311.74355,165069,22,676,338.0,446.8914857,654,22,165913,55304.33333,95059.29527,165069,181,72,92,18.07011203,24.09348271,0,11595,1454.125,4097.537534,16800000.0,0,1,0,1661.857143,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,7963811,5,30,6,6,6.0,0.0,0,0,0.0,0.0,3.767040679,0.627840113,1990952.75,3976546.959,7955772,3,7963811,1990952.75,3976546.959,7955772,3,0,0.0,0.0,0,0,100,0,0.627840113,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,8039.0,8039,8039,7955772.0,7955772,7955772,DDoS
80,23123357,5,30,6,6,6.0,0.0,0,0,0.0,0.0,1.297389475,0.216231579,5780839.25,11600000.0,23100000,1,23100000,5780839.25,11600000.0,23100000,1,0,0.0,0.0,0,0,100,0,0.216231579,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,6015.0,6015,6015,23100000.0,23100000,23100000,DDoS
53,157,2,176,88,88,88.0,0.0,120,120,120.0,0.0,2649681.529,25477.70701,52.33333333,84.58329228,150,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,40,40,12738.8535,12738.8535,88,120,100.8,17.52712184,307.2,0,0,0,126.0,176,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,456299,3,26,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,25481.09902,15.34081819,76049.83333,177223.6182,437506,49,18571,9285.5,12672.06063,18246,325,456243,152081.0,247356.2819,437506,173,72,92,6.574636368,8.766181824,0,8760,1453.375,3113.952607,9696700.839,0,1,0,1661.0,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,10820727,6,36,6,6,6.0,0.0,0,0,0.0,0.0,3.326948365,0.554491394,2164145.4,4838057.101,10800000,1,10800000,2164145.4,4838057.101,10800000,1,0,0.0,0.0,0,0,120,0,0.554491394,0.0,6,6,6.0,0.0,0.0,0,0,1,7.0,36,256,-1,5,20,2002.0,2002,2002,10800000.0,10800000,10800000,DDoS
53,338808,4,132,33,33,33.0,0.0,79,79,79.0,0.0,855.9420084532,17.7091450025,67761.6,107324.213129191,245715,3,93045,31015.0,53714.359644326,93039,3,48,48.0,0.0,48,48,104,40,11.8060966683,5.9030483342,33,79,46.1428571429,22.4457016778,503.8095238095,0,0,0,53.8333333333,132,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
443,202,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9900.990099,202.0,0.0,202,202,202,202.0,0.0,202,202,0,0.0,0.0,0,0,64,0,9900.990099,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,249,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,53042,4,24,6,6,6.0,0.0,0,0,0.0,0.0,452.4716263,75.41193771,17680.66667,29759.36499,52039,3,53042,17680.66667,29759.36499,52039,3,0,0.0,0.0,0,0,80,0,75.41193771,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
80,5783807,5,30,6,6,6.0,0.0,0,0,0.0,0.0,5.186895068,0.864482511,1445951.75,2889904.28,5780808,3,5783807,1445951.75,2889904.28,5780808,3,0,0.0,0.0,0,0,100,0,0.864482511,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,2999.0,2999,2999,5780808.0,5780808,5780808,DDoS
80,72274985,8,56,20,0,7.0,5.656854249,4380,0,2320.2,2207.341206,161.2867855,0.179868595,6022915.417,20300000.0,70500000,1,71500000,10200000.0,26600000.0,70500000,1,829869,207467.25,408488.1949,820168,163,172,112,0.110688366,0.069180229,0,4380,833.0714286,1679.986285,2822353.918,0,0,1,897.1538462,56,256,229,6,20,899982.0,899982,899982,70500000.0,70500000,70500000,DDoS
80,5869865,5,30,6,6,6.0,0.0,0,0,0.0,0.0,5.110850079,0.851808347,1467466.25,2933596.538,5867861,2,5869865,1467466.25,2933596.538,5867861,2,0,0.0,0.0,0,0,100,0,0.851808347,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,2004.0,2004,2004,5867861.0,5867861,5867861,DDoS
80,85002,3,26,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,136855.6034,82.35100351,14167.0,34219.20172,84014,5,947,473.5,531.0371927,849,98,84944,28314.66667,48239.23093,84014,5,72,92,35.29328722,47.05771629,0,11595,1454.125,4097.537534,16800000.0,0,1,0,1661.857143,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
53,30620,1,46,46,46,46.0,0.0,74,74,74.0,0.0,3919.0071848465,65.3167864141,30620.0,0.0,30620,30620,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,32.6583932071,32.6583932071,46,74,55.3333333333,16.1658075373,261.3333333333,0,0,0,83.0,46,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,30510,1,42,42,42,42.0,0.0,58,58,58.0,0.0,3277.6138970829,65.5522779417,30510.0,0.0,30510,30510,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,32,32.7761389708,32.7761389708,42,58,47.3333333333,9.237604307,85.3333333333,0,0,0,71.0,42,-1,-1,0,40,0.0,0,0,0.0,0,0,Normal Traffic
80,1287199,3,26,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,9032.791355,6.215045226,183885.5714,484380.7607,1282353,50,4331,2165.5,2714.582933,4085,246,1287149,321787.25,640380.2588,1282353,189,72,112,2.33064196,3.884403266,0,8760,1291.888889,2866.607422,8217438.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,361044,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,32220.44959,24.92770964,45130.5,126941.5371,359294,16,1395,697.5,201.5254326,840,555,361000,72200.0,160491.5049,359294,16,72,132,8.309236547,16.61847309,0,5840,1163.3,2138.329153,4572451.567,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
139,11765,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,169.9957501,11765.0,0.0,11765,11765,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,84.99787505,84.99787505,0,0,0.0,0.0,0.0,0,0,1,0.0,0,65535,269,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,206931,2,20,20,0,10.0,14.14213562,5840,0,1933.5,2189.772933,56158.81622,38.66022974,29561.57143,68626.58261,184038,18,22486,22486.0,0.0,22486,22486,206913,41382.6,80339.35316,184038,45,52,132,9.665057435,28.9951723,0,5840,1291.222222,1981.198108,3925145.944,0,1,0,1452.625,20,8192,229,1,20,0.0,0,0,0.0,0,0,DDoS
80,1675071,3,26,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,6941.198313,4.775916961,239295.8571,631015.536,1670302,55,3917,1958.5,2180.010206,3500,417,1675016,418754.0,834367.0499,1670302,183,72,112,1.79096886,2.984948101,0,4380,1291.888889,1980.710254,3923213.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,73700329,8,56,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,158.1675436,0.162821526,6700029.909,21000000.0,70000000,75,73600000,10500000.0,26300000.0,70000000,218,143964,47988.0,53200.49194,105414,381,172,92,0.108547684,0.054273842,0,8760,897.1538462,2488.507044,6192667.308,0,0,1,971.9166667,56,256,229,6,20,3510298.0,3510298,3510298,70000000.0,70000000,70000000,DDoS
80,1363043,5,30,6,6,6.0,0.0,0,0,0.0,0.0,22.0095771,3.66826285,340760.75,680187.6633,1361042,1,1363043,340760.75,680187.6633,1361042,1,0,0.0,0.0,0,0,100,0,3.66826285,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
50752,80942620,6,11607,5840,0,1934.5,2375.523332,20,0,6.888888889,5.30199124,144.1638534,0.185316462,5781615.714,19300000.0,72200000,39,80900000,16200000.0,36200000.0,80900000,192,80900000,10100000.0,25300000.0,72200000,192,132,192,0.074126585,0.111189877,0,5840,729.6875,1676.323028,2810058.896,0,0,1,778.3333333,11607,229,256,4,20,22009.0,22009,22009,40400000.0,72200000,8679226,Normal Traffic
443,75447473,17,1181,661,0,69.47058824,177.398604,1400,0,277.2142857,504.8331299,67.09303571,0.410881886,2514915.767,4291868.869,10000000,1,70700000,4421503.813,5120031.673,10100000,1,75400000,5801102.154,4924620.846,10100000,48,552,452,0.225322325,0.185559561,0,1400,158.1875,366.9326595,134639.5766,0,1,0,163.2903226,1181,29200,26064,3,32,91716.14286,447089,32424,10000000.0,10000000,9996998,Normal Traffic
80,1698779,3,26,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,6844.327602,4.709264713,242682.7143,638215.2626,1690003,51,8352,4176.0,5825.145663,8295,57,1698632,424658.0,843571.9103,1690003,179,72,112,1.765974267,2.943290446,0,7300,1291.888889,2460.652985,6054813.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,72458935,8,56,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,160.9601356,0.179411966,6038244.583,17700000.0,61500000,0,72300000,10300000.0,22900000.0,61500000,0,182924,45731.0,89231.8378,179567,158,172,112,0.110407364,0.069004602,0,10135,833.5,2705.044255,7317264.423,0,0,1,897.6153846,56,256,229,6,20,2.0,2,2,36100000.0,61500000,10700000,DDoS
53,960801,2,64,32,32,32.0,0.0,48,48,48.0,0.0,166.5277201,4.163193003,320267.0,554712.6538,960794,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,88,40,2.081596501,2.081596501,32,48,38.4,8.76356092,76.8,0,0,0,48.0,64,-1,-1,1,44,0.0,0,0,0.0,0,0,Normal Traffic
53,46203,1,53,53,53,53.0,0.0,88,88,88.0,0.0,3051.749886,43.28723243,46203.0,0.0,46203,46203,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,40,21.64361622,21.64361622,53,88,64.66666667,20.20725942,408.3333333,0,0,0,97.0,53,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,754283,3,26,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,15422.59338,10.60609877,107754.7143,284642.4974,753263,4,785,392.5,475.8828637,729,56,754236,188559.0,376469.4757,753263,4,72,112,3.977287039,6.628811732,0,10135,1292.555556,3350.634907,11200000.0,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,6211901,5,30,6,6,6.0,0.0,0,0,0.0,0.0,4.82943949,0.804906582,1552975.25,3105279.203,6210894,1,6211901,1552975.25,3105279.203,6210894,1,0,0.0,0.0,0,0,100,0,0.804906582,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,1007.0,1007,1007,6210894.0,6210894,6210894,DDoS
80,1949073,4,24,6,6,6.0,0.0,0,0,0.0,0.0,12.31354598,2.052257663,649691.0,1120995.569,1944104,966,1949073,649691.0,1120995.569,1944104,966,0,0.0,0.0,0,0,80,0,2.052257663,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
443,3757617,5,117,45,0,23.4,21.96132965,41,41,41.0,0.0,42.04792559,1.596756668,751523.4,1660583.94,3721940,1,3757617,939404.25,1855098.721,3721940,1,0,0.0,0.0,0,0,160,32,1.330630557,0.266126111,0,45,28.42857143,19.88179354,395.2857143,0,0,1,33.16666667,117,475,122,2,32,0.0,0,0,0.0,0,0,Normal Traffic
53,120951,4,208,52,52,52.0,0.0,126,126,126.0,0.0,3803.193029,49.60686559,24190.2,38126.09405,87180,3,33768,11256.0,19490.76774,33762,3,3,3.0,0.0,3,3,104,40,33.07124373,16.53562186,52,126,73.14285714,36.1083027,1303.809524,0,0,0,85.33333333,208,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
22,264,1,6,6,6,6.0,0.0,6,6,6.0,0.0,45454.54545,7575.757576,264.0,0.0,264,264,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,3787.878788,3787.878788,6,6,6.0,0.0,0.0,0,0,1,9.0,6,250,245,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,90381547,8,56,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,128.9754423,0.154898876,6952426.692,23900000.0,86300000,45,90400000,12900000.0,32400000.0,86300000,495,16561,3312.2,5068.028187,11683,47,172,132,0.088513643,0.066385232,0,4380,777.5333333,1434.571657,2057995.838,0,0,1,833.0714286,56,256,229,6,20,4045374.0,4045374,4045374,86300000.0,86300000,86300000,DDoS
80,7057668,4,24,6,6,6.0,0.0,0,0,0.0,0.0,3.400556671,0.566759445,2352556.0,4074053.719,7056868,1,7057668,2352556.0,4074053.719,7056868,1,0,0.0,0.0,0,0,80,0,0.566759445,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,800.0,800,800,7056868.0,7056868,7056868,DDoS
80,138346,3,26,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,84042.90691,57.82603039,19763.71429,46103.72602,123727,93,13886,6943.0,9244.714057,13480,406,138236,34559.0,59787.57086,123727,189,72,112,21.6847614,36.14126899,0,8760,1291.888889,2866.607422,8217438.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,203718,3,26,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,57073.99444,39.26997123,29102.57143,69335.89891,185663,41,17745,8872.5,12208.19858,17505,240,203610,50902.5,90222.53208,185663,41,72,112,14.72623921,24.54373202,0,5840,1291.888889,2110.95076,4456113.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,61069919,10,748,700,0,74.8,219.6809808,592,0,60.4,186.8018558,22.13855892,0.327493475,3214206.263,4732530.347,10000000,69,60900000,6762219.889,4978780.751,10100000,103389,61000000,6774066.556,4997764.548,10100000,1106,212,284,0.163746738,0.163746738,0,700,64.38095238,194.1366725,37689.04762,0,1,0,67.6,748,8192,111,9,20,149013.6667,372551,103278,9994316.167,10000000,9955205,Normal Traffic
443,65138389,13,1764,1106,0,135.6923077,323.9157258,492,0,55.92307692,136.9893314,38.24165808,0.399150185,2605535.56,4341882.268,10000000,3,60400000,5032830.167,5225759.321,10100000,183,65100000,5424628.083,4999591.039,10100000,3,280,272,0.199575092,0.199575092,0,1106,92.25925926,242.9347162,59017.27635,0,1,0,95.80769231,1764,29200,254,12,20,65308.5,177911,42701,10000000.0,10000000,9960065,Normal Traffic
80,100164,3,26,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,116139.5312,89.85264167,12520.5,35071.05982,99316,3,652,326.0,393.1513703,604,48,100070,20014.0,44332.09902,99316,3,72,132,29.95088056,59.90176111,0,4380,1163.3,1903.962654,3625073.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,10616736,5,30,6,6,6.0,0.0,0,0,0.0,0.0,2.825727229,0.470954538,2654184.0,5307046.749,10600000,0,10600000,2654184.0,5307046.749,10600000,0,0,0.0,0.0,0,0,100,0,0.470954538,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,1982.0,1982,1982,10600000.0,10600000,10600000,DDoS
53,48265,2,86,43,43,43.0,0.0,97,97,97.0,0.0,5801.305294,82.87578991,16088.33333,27859.74857,48258,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,40,40,41.43789495,41.43789495,43,97,64.6,29.57701811,874.8,0,0,0,80.75,86,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,95618,3,26,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,121661.1935,94.12453722,11952.25,33446.19287,94726,13,605,302.5,402.3437585,587,18,95605,19121.0,42265.17171,94726,19,72,132,31.37484574,62.74969148,0,4380,1163.3,1903.962654,3625073.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,10014753,5,30,6,6,6.0,0.0,0,0,0.0,0.0,2.99558062,0.499263437,2503688.25,5006031.189,10000000,10,10000000,2503688.25,5006031.189,10000000,10,0,0.0,0.0,0,0,100,0,0.499263437,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,2018.0,2018,2018,10000000.0,10000000,10000000,DDoS
53,136952,1,91,91,91,91.0,0.0,158,158,158.0,0.0,1818.155266,14.60365676,136952.0,0.0,136952,136952,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,7.301828378,7.301828378,91,158,113.3333333,38.68246804,1496.333333,0,0,0,170.0,91,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,72350,2,78,39,39,39.0,0.0,227,227,227.0,0.0,7353.144437,55.28680028,24116.66667,41765.2298,72343,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,40,64,27.64340014,27.64340014,39,227,114.2,102.9718408,10603.2,0,0,0,142.75,78,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
59488,3,2,12,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,24,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,8101734,5,30,6,6,6.0,0.0,0,0,0.0,0.0,3.702911006,0.617151834,2025433.5,4050213.026,8100753,1,8101734,2025433.5,4050213.026,8100753,1,0,0.0,0.0,0,0,100,0,0.617151834,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,981.0,981,981,8100753.0,8100753,8100753,DDoS
